entity,question,answer,baseline
WikiLeaks Iraq War Logs,How did Chelsea Manning justify the leak of the Iraq War Logs?,['Belief that the public had a right to know'],"Chelsea Manning, then known as Bradley Manning, justified the leak of the Iraq War Logs by stating that she believed the information would be of great public interest and would help to expose the truth about the war.

In her statement to the"
WikiLeaks Iraq War Logs,What was one of the unintended consequences of the Iraq War Logs release?,['Exposure of informants’ identities'],"One of the unintended consequences of the Iraq War Logs release was the potential harm it caused to Iraqi civilians who had cooperated with US forces.

The logs revealed that many Iraqi civilians had provided information to US forces, which had helped to"
WikiLeaks Iraq War Logs,Which European country was revealed in the Iraq War Logs to have participated in controversial detainee handovers?,['United Kingdom'],"According to the Iraq War Logs released by WikiLeaks in 2010, the European country that participated in controversial detainee handovers was Romania.

The logs revealed that Romanian intelligence agents had handed over Iraqi detainees to the Iraqi authorities, despite"
WikiLeaks Iraq War Logs,Which news organization publicly collaborated with WikiLeaks in analyzing the Iraq War Logs?,['Der Spiegel'],The news organization that publicly collaborated with WikiLeaks in analyzing the Iraq War Logs is The Guardian.
WikiLeaks Iraq War Logs,What event in Iraq was revealed to have significantly more civilian casualties than previously reported?,['The Battle of Fallujah'],"The event you are referring to is the 1991 Gulf War bombing of the Amariyah shelter in Baghdad, Iraq.

The bombing occurred on February 13, 1991, during the final stages of the Gulf War."
Snowden NSA Leaks,Who leaked classified NSA documents in 2013?,['Edward Snowden'],"The classified NSA documents leaked in 2013 were leaked by Edward Snowden, a former CIA employee and NSA contractor. Snowden leaked the documents to several media outlets, including The Guardian and The Washington Post."
Snowden NSA Leaks,Which organization was primarily responsible for the surveillance programs revealed in the Snowden leaks?,['National Security Agency (NSA)'],"The organization primarily responsible for the surveillance programs revealed in the Snowden leaks is the National Security Agency (NSA) of the United States.

The NSA is a foreign intelligence agency responsible for collecting, analyzing, and disseminating foreign intelligence to"
Snowden NSA Leaks,In what year did Edward Snowden leak NSA documents?,['2013'],"Edward Snowden leaked NSA documents in 2013. He revealed himself as the source of the leaks on June 9, 2013."
Snowden NSA Leaks,Which newspaper first published stories based on the Snowden leaks?,['The Guardian'],"The newspaper that first published stories based on the Snowden leaks was The Guardian. On June 6, 2013, The Guardian published its first story based on the Snowden leaks, which revealed that the US National Security Agency (NS"
Snowden NSA Leaks,Which country granted Edward Snowden asylum after he leaked NSA documents?,['Russia'],Edward Snowden was granted asylum by Russia in 2013. He had fled the United States after leaking classified documents about the National Security Agency (NSA) to the media.
Snowden NSA Leaks,What was the name of the NSA program that collected bulk metadata from phone records?,['PRISM'],"The NSA program that collected bulk metadata from phone records was called ""Upstream Collection"". This program involved collecting metadata from phone records, including information such as the phone numbers involved, the duration of the calls, and the location of the"
Snowden NSA Leaks,Which journalist worked closely with Edward Snowden to publish the leaks?,['Glenn Greenwald'],The journalist who worked closely with Edward Snowden to publish the leaks is Glenn Greenwald. Greenwald is an American journalist and author who has written extensively on national security and civil liberties issues. He was one of the first journalists to report
Snowden NSA Leaks,Which company’s cooperation with the NSA was revealed in the Snowden leaks?,['Google'],"The company whose cooperation with the NSA was revealed in the Snowden leaks is Verizon. In June 2013, The Guardian newspaper published a story based on documents leaked by Edward Snowden, revealing that the NSA had been collecting data from Verizon"
Snowden NSA Leaks,What did the Snowden leaks reveal about the NSA’s surveillance practices?,['Mass collection of global communications data'],"The Snowden leaks, which began in June 2013, revealed a vast and complex surveillance program conducted by the National Security Agency (NSA). The leaks, which were made public by Edward Snowden, a former NSA contractor, revealed"
Snowden NSA Leaks,What law was cited as legal justification for the NSA’s mass surveillance programs?,['Patriot Act'],"The law cited as legal justification for the NSA's mass surveillance programs is Section 215 of the USA PATRIOT Act.

Section 215 allows the FBI to obtain business records, including library records, medical records, and financial records"
Snowden NSA Leaks,Which country’s government was caught spying on its own citizens in cooperation with the NSA?,['United Kingdom'],"The country whose government was caught spying on its own citizens in cooperation with the NSA is Germany.

In 2013, it was revealed that the German government had been secretly cooperating with the NSA, despite Germany's strict data protection laws"
Snowden NSA Leaks,What surveillance program allowed the NSA to tap directly into tech companies' servers?,['PRISM'],"The surveillance program that allowed the NSA to tap directly into tech companies' servers is called PRISM.

PRISM was a data collection program operated by the National Security Agency (NSA) of the United States. The program was launched"
Snowden NSA Leaks,Which hotel did Edward Snowden stay in while revealing the NSA leaks?,"['Mira Hotel, Hong Kong']","Edward Snowden did not stay in a hotel while revealing the NSA leaks. Instead, he stayed in the transit area of Moscow's Sheremetyevo Airport (SVO) for several years.

Snowden arrived at SVO on"
Snowden NSA Leaks,Which intelligence contractor did Edward Snowden work for when he leaked the documents?,['Booz Allen Hamilton'],"Edward Snowden worked for Booz Allen Hamilton, a global management consulting firm, when he leaked the documents in 2013."
Snowden NSA Leaks,Which social media company was revealed to have provided user data to the NSA?,['Facebook'],"The social media company that was revealed to have provided user data to the NSA is Facebook. In 2013, it was revealed that Facebook had provided user data to the National Security Agency (NSA) as part of the NSA"
Snowden NSA Leaks,Which major European leader was revealed to have been spied on by the NSA?,['Angela Merkel'],"The major European leader who was revealed to have been spied on by the NSA is Angela Merkel, the Chancellor of Germany."
Snowden NSA Leaks,What was one of the main criticisms of the NSA’s mass surveillance programs?,['Lack of public oversight'],"One of the main criticisms of the NSA's mass surveillance programs was that they violated the privacy rights of individuals and potentially targeted innocent people.

Specifically, critics argued that the NSA's bulk collection of metadata, such as phone records and"
